knot_id,timestamp,complexity,knot_type,energy,stress,mood_type,mood_intensity
user_1,2025-11-29T11:43:38.789613,0.08928593483939778,trefoil,0.41236203565420876,0.36526194073640705,relaxed,0.5235500474589009
user_1,2025-11-29T14:43:38.789613,0.08905218263826489,trefoil,0.31742508365045985,0.7463553532874169,stressed,0.2855348651815215
user_1,2025-11-29T17:43:38.789613,0.13064236927279219,trefoil,0.8598528437324806,0.4559897193689977,energetic,0.7019315621817415
user_1,2025-11-29T20:43:38.789613,0.14775149471819177,trefoil,0.8909729556485984,0.2625139901819834,happy,0.8142294827333074
user_1,2025-11-29T23:43:38.789613,0.10700067652038824,trefoil,0.5637017332034828,0.3436147282340247,relaxed,0.610043502484729
user_1,2025-11-30T02:43:38.789613,0.12372648616445785,trefoil,0.6574269294896714,0.2494271197962772,energetic,0.7039999048466972
user_1,2025-11-30T05:43:38.789613,0.08905218263826489,trefoil,0.3873687420594126,0.41006503387370274,introspective,0.48865185409285494
user_1,2025-11-30T08:43:38.789613,0.08905218263826489,trefoil,0.4099085529881075,0.6529409135309473,introspective,0.37848381972858014
user_1,2025-11-30T11:43:38.789613,0.09442212401050996,trefoil,0.5355527884179041,0.47795285251968067,calm,0.5287999679491118
user_1,2025-11-30T14:43:38.789613,0.08905218263826489,trefoil,0.3139351238159993,0.40111523894130935,focused,0.456409942437345
user_1,2025-11-30T17:43:38.789613,0.12453205622029753,trefoil,0.6511572371061874,0.22871502491005155,happy,0.711221106098068
user_1,2025-11-30T20:43:38.789613,0.1345366977355949,trefoil,0.7320457481218804,0.20961550191946426,energetic,0.7612151231012081
user_1,2025-11-30T23:43:38.789613,0.103790226262227,trefoil,0.6485530730333811,0.5159559093872568,relaxed,0.5662985818230621
user_1,2025-12-01T02:43:38.789613,0.13423510475241102,trefoil,0.6560204063533432,0.09981086365245229,happy,0.7781047713504454
user_1,2025-12-01T05:43:38.789613,0.08905218263826489,trefoil,0.3554563366576581,0.792236979341424,stressed,0.28160967865811704
user_1,2025-12-01T08:43:38.789613,0.08905218263826489,trefoil,0.32654775061557584,0.7077259056224182,introspective,0.3094109224965788
user_1,2025-12-01T11:43:38.789613,0.08905218263826489,trefoil,0.3135681866731614,0.48461474475381705,introspective,0.41447672095967214
user_1,2025-12-01T14:43:38.789613,0.12027116887330513,trefoil,0.5486212527455788,0.13471990454704363,energetic,0.7069506740992676
user_1,2025-12-01T17:43:38.789613,0.13798182197653938,trefoil,0.6842803529062143,0.08960918615747238,happy,0.7973355833743709
user_1,2025-12-01T20:43:38.789613,0.1089305680227568,trefoil,0.6223651931039312,0.40452058342167313,calm,0.608922304841129
user_1,2025-12-01T23:43:38.789613,0.12201994311114606,trefoil,0.7316734307889973,0.38475112815361057,calm,0.6734611513176934
user_1,2025-12-02T02:43:38.789613,0.11761321723051037,trefoil,0.7313811040057837,0.4461685879128877,relaxed,0.642606258046448
user_1,2025-12-02T05:43:38.789613,0.09407329764965407,trefoil,0.40753971856328175,0.2908296235272217,relaxed,0.5583550475180301
user_1,2025-12-02T08:43:38.789613,0.08905218263826489,trefoil,0.39329469651469867,0.8266346986422655,stressed,0.2833299989362166
user_1,2025-12-02T11:43:38.789613,0.08905218263826489,trefoil,0.3975549966080241,0.7649501678708155,focused,0.3163024143686043
user_1,2025-12-02T14:43:38.789613,0.08905218263826489,trefoil,0.4416644775485848,0.8295835281655799,introspective,0.3060404746915024
user_1,2025-12-02T17:43:38.789613,0.13982293140583713,trefoil,0.8139734361668985,0.25830568493478423,happy,0.7778338756160572
user_1,2025-12-02T20:43:38.789613,0.11133228243056428,trefoil,0.7481386789093172,0.5594686343838766,calm,0.5943350222627203
user_1,2025-12-02T23:43:38.789613,0.1106559821225747,trefoil,0.6282623055075649,0.38914710814006936,relaxed,0.6195575986837478
user_1,2025-12-03T02:43:38.789613,0.12048614183212475,trefoil,0.6525712073494109,0.2876273225574155,calm,0.6824719423959977
user_1,2025-12-03T05:43:38.789613,0.08905218263826489,trefoil,0.37478766874466246,0.9207911402036407,stressed,0.22699826427051087
user_1,2025-12-03T08:43:38.789613,0.08905218263826489,trefoil,0.36863944964748674,0.5277065066977837,introspective,0.4204664714748515
user_1,2025-12-03T11:43:38.789613,0.08905218263826489,trefoil,0.3869254358741304,0.7133642304308306,focused,0.3367806027216499
user_1,2025-12-03T14:43:38.789613,0.08905218263826489,trefoil,0.5411016230697343,0.6905357075166713,introspective,0.4252829577765315
user_1,2025-12-03T17:43:38.789613,0.13500644457186856,trefoil,0.8677676995469934,0.4066047271629619,happy,0.7305814861920157
user_1,2025-12-03T20:43:38.789613,0.12135261664623392,trefoil,0.6954010424915592,0.3397096162994073,relaxed,0.677845713096076
user_1,2025-12-03T23:43:38.789613,0.08905218263826489,trefoil,0.5683805487625825,0.6863661752653287,focused,0.4410071867486269
user_1,2025-12-04T02:43:38.789613,0.09358348768719285,trefoil,0.5020856391593572,0.43952382667551876,calm,0.5312809062419193
user_1,2025-12-04T05:43:38.789613,0.08905218263826489,trefoil,0.4252233009446337,0.49567340873930765,introspective,0.464774946102663
user_1,2025-12-04T08:43:38.789613,0.10793193278545529,trefoil,0.5828729111737557,0.35929971753225587,relaxed,0.6117865968207499
user_1,2025-12-04T11:43:38.789613,0.0945879746454062,trefoil,0.45563718652300983,0.35575145178353773,calm,0.5499428673697361
user_1,2025-12-04T14:43:38.789613,0.08905218263826489,trefoil,0.5887341884826334,0.6920575592492253,introspective,0.44833831461670404
user_1,2025-12-04T17:43:38.789613,0.1487130661528005,trefoil,0.7491745517677156,0.03631908134515274,energetic,0.8564277352112815
user_1,2025-12-04T20:43:38.789613,0.1535751543227168,trefoil,0.782869300193969,0.01861346392539276,happy,0.8821279181342881
user_1,2025-12-04T23:43:38.789613,0.08905218263826489,trefoil,0.5154436253749968,0.5801071945117087,introspective,0.46766821543164405
user_1,2025-12-05T02:43:38.789613,0.10048483599472706,trefoil,0.543468461627367,0.4047258094248549,relaxed,0.5693713261012561
user_1,2025-12-05T05:43:38.789613,0.09516319082220714,trefoil,0.5956951362331802,0.5577642315081006,calm,0.5189654523625398
user_1,2025-12-05T08:43:38.789613,0.08905218263826489,trefoil,0.3712912631977199,0.3987502213034084,focused,0.4862705209471557
user_1,2025-12-05T11:43:38.789613,0.08905218263826489,trefoil,0.41033493981577596,0.8707061213598617,stressed,0.26981440922795713
user_1,2025-12-05T14:43:38.789613,0.08905218263826489,trefoil,0.46073240522242753,0.8177327454759531,introspective,0.3214998298732372
user_1,2025-12-05T17:43:38.789613,0.1621381013525107,trefoil,0.8505907486767714,0.0,energetic,0.9252953743383857
user_1,2025-12-05T20:43:38.789613,0.14650361075886992,trefoil,0.7772678829564725,0.10947257112297308,happy,0.8338976559167497
user_1,2025-12-05T23:43:38.789613,0.1120328861528231,trefoil,0.5049763486783568,0.18489096510841663,calm,0.6600426917849701
user_1,2025-12-06T02:43:38.789613,0.09739190007856176,trefoil,0.5523099287014974,0.46140266625970805,calm,0.5454536312208946
user_1,2025-12-06T05:43:38.789613,0.08905218263826489,trefoil,0.4160206038901612,0.42732873764259127,focused,0.49434593312378494
user_1,2025-12-06T08:43:38.789613,0.10489754513667582,trefoil,0.5632018060142943,0.3723858907445706,relaxed,0.5954079576348619
